
(0.44671243315508025, -0.15995097872127872, 2)
(0.44671243315508025, -0.15961488894639195, 2)
(0.44671243315508025, -0.1592787991715052, 2)
(0.44671243315508025, -0.15894270939661842, 2)
(0.44671243315508025, -0.15860661962173164, 2)
(0.44671243315508025, -0.1582705298468449, 2)
(0.44671243315508025, -0.15793444007195812, 2)
(0.44671243315508025, -0.15759835029707137, 2)
(0.44671243315508025, -0.1572622605221846, 2)
(0.44671243315508025, -0.1569261707472978, 2)
(0.44671243315508025, -0.15659008097241106, 2)
(0.44671243315508025, -0.15625399119752428, 2)
(0.44671243315508025, -0.1559179014226375, 2)
(0.44671243315508025, -0.15558181164775076, 2)
(0.44671243315508025, -0.15524572187286398, 2)
(0.44671243315508025, -0.1549096320979772, 2)
(0.44671243315508025, -0.15457354232309045, 2)
(0.44671243315508025, -0.15423745254820367, 2)
(0.44671243315508025, -0.15390136277331692, 2)
(0.44671243315508025, -0.15356527299843015, 2)
(0.44671243315508025, -0.15322918322354337, 2)
(0.44671243315508025, -0.15289309344865662, 2)
(0.44671243315508025, -0.15255700367376984, 2)
(0.44671243315508025, -0.15222091389888306, 2)
(0.44671243315508025, -0.15188482412399631, 2)
(0.44671243315508025, -0.15154873434910954, 2)
(0.44671243315508025, -0.1512126445742228, 2)
(0.44671243315508025, -0.150876554799336, 2)
(0.44671243315508025, -0.15054046502444923, 2)
(0.44671243315508025, -0.15020437524956248, 2)
(0.44671243315508025, -0.1498682854746757, 2)
(0.44671243315508025, -0.14953219569978893, 2)
(0.44671243315508025, -0.14919610592490218, 2)
(0.44671243315508025, -0.1488600161500154, 2)
(0.44671243315508025, -0.14852392637512862, 2)
(0.44671243315508025, -0.14818783660024187, 2)
(0.44671243315508025, -0.1478517468253551, 2)
(0.44671243315508025, -0.14751565705046832, 2)
(0.44671243315508025, -0.14717956727558157, 2)
(0.44671243315508025, -0.1468434775006948, 2)
(0.44671243315508025, -0.14650738772580804, 2)
(0.44671243315508025, -0.14617129795092126, 2)
(0.44671243315508025, -0.1458352081760345, 2)
(0.44671243315508025, -0.14549911840114774, 2)
(0.44671243315508025, -0.14516302862626096, 2)
(0.44671243315508025, -0.14482693885137418, 2)
(0.44671243315508025, -0.14449084907648743, 2)
(0.44671243315508025, -0.14415475930160065, 2)
(0.44671243315508025, -0.1438186695267139, 2)
(0.44671243315508025, -0.14348257975182713, 2)
(0.44671243315508025, -0.14314648997694035, 2)
